total_capacity,checkin_date,checkout_date,adults,children,hotel,price,score,avg review,reviews count
,2024-02-24,2024-02-27,1,0,Hotel Macià Monasterio de los Basilios,US$287,8.1,Very Good,"2,597"
,2024-02-24,2024-02-27,1,0,ROOMS Los MONTES,US$118,7.1,Good,"1,380"
,2024-02-24,2024-02-27,1,0,Palacio De Los Navas,US$312,8.7,Excellent,"1,353"
,2024-02-24,2024-02-27,1,0,Hotel Macià Granada Five Senses Rooms & Suites,US$357,8.6,Excellent,"4,553"
,2024-02-24,2024-02-27,1,0,Hotel Macià Plaza,US$285,8.3,Very Good,"1,611"
,2024-02-24,2024-02-27,1,0,Casa Palacio López Daza,US$366,9.0,Wonderful,372
,2024-02-24,2024-02-27,1,0,Hotel Boutique Puerta de las Granadas,US$247,8.7,Excellent,"1,557"
,2024-02-24,2024-02-27,1,0,Hotel Granada Center,US$375,9.1,Wonderful,"8,009"
,2024-02-24,2024-02-27,1,0,Porcel Navas,US$329,8.7,Excellent,"2,072"
,2024-02-24,2024-02-27,1,0,GLORIA SUITES,US$360,7.9,Good,445
,2024-02-24,2024-02-27,1,0,Gran Hotel Luna de Granada,US$293,8.5,Very Good,"9,240"
,2024-02-24,2024-02-27,1,0,Atenas Granada,US$210,7.7,Good,"3,929"
,2024-02-24,2024-02-27,1,0,Barbieri Granada Pensión,US$201,8.0,Very Good,996
,2024-02-24,2024-02-27,1,0,Hotel Andalucía Center,US$258,8.8,Excellent,"7,044"
,2024-02-24,2024-02-27,1,0,ADANAR-Las Columnas,US$343,8.6,Excellent,"1,294"
,2024-02-24,2024-02-27,1,0,Hotel Macià Real De La Alhambra,US$295,8.5,Very Good,"4,925"
,2024-02-24,2024-02-27,1,0,Toc Hostel Granada,US$100,9.1,Wonderful,"3,581"
,2024-02-24,2024-02-27,1,0,AB Pension Granada,US$135,7.2,Good,969
,2024-02-24,2024-02-27,1,0,U-Sense Granada Centro,US$316,8.8,Excellent,"2,457"
,2024-02-24,2024-02-27,1,0,Hotel Macià Cóndor,US$283,7.6,Good,"1,776"
89%,,,,,,,,,
,2024-02-27,2024-03-29,2,0,Hostal Sonia Granada,"US$2,338",7.9,Good,"2,349"
,2024-02-27,2024-03-29,2,0,Porcel Navas,"US$3,318",8.7,Excellent,"2,072"
,2024-02-27,2024-03-29,2,0,Central Deluxe Apartments by Apolo Homes,"US$6,514",9.0,Wonderful,104
,2024-02-27,2024-03-29,2,0,Casa Vestali,"US$3,854",9.0,Wonderful,408
,2024-02-27,2024-03-29,2,0,Bib Rambla Luxury Apartments by Apolo Homes,"US$7,555",9.4,Wonderful,239
,2024-02-27,2024-03-29,2,0,Abadía Hotel,"US$2,468",8.5,Very Good,"4,078"
,2024-02-27,2024-03-29,2,0,tuGuest San Gil Apartments,"US$6,956",8.9,Excellent,281
,2024-02-27,2024-03-29,2,0,Hotel Macià Real De La Alhambra,"US$2,786",8.5,Very Good,"4,925"
,2024-02-27,2024-03-29,2,0,Hotel Macià Cóndor,"US$2,820",7.6,Good,"1,776"
,2024-02-27,2024-03-29,2,0,Futurotel Spa Garden,"US$1,500",7.2,Good,"1,547"
,2024-02-27,2024-03-29,2,0,La Luna del sur B&B,"US$2,077",8.7,Excellent,"1,101"
,2024-02-27,2024-03-29,2,0,Hotel Macià Monasterio de los Basilios,"US$2,997",8.1,Very Good,"2,597"
,2024-02-27,2024-03-29,2,0,Hotel Los Girasoles,"US$2,403",6.8,Review score,"2,178"
,2024-02-27,2024-03-29,2,0,Be Free Granada,"US$2,404",8.2,Very Good,"3,161"
,2024-02-27,2024-03-29,2,0,ROOMS Los MONTES,"US$1,966",7.1,Good,"1,380"
,2024-02-27,2024-03-29,2,0,Hotel Saray,"US$3,307",8.4,Very Good,"9,400"
,2024-02-27,2024-03-29,2,0,Apartamento en el Albaicín de Granada,"US$2,752",6.0,Review score,37
,2024-02-27,2024-03-29,2,0,Hotel Cedran,"US$2,622",7.8,Good,"2,041"
,2024-02-27,2024-03-29,2,0,Hotel Monasterio Granada - Adults Only,"US$2,828",6.9,Review score,"3,738"
,2024-02-27,2024-03-29,2,0,Nest Style Granada,"US$2,747",8.0,Very Good,"3,436"
,2024-02-27,2024-03-29,2,0,Catalonia Granada,"US$3,427",8.9,Excellent,"3,917"
,2024-02-27,2024-03-29,2,0,C&V Apartamentos - Horno de Marina,"US$3,195",8.3,Very Good,"1,186"
,2024-02-27,2024-03-29,2,0,Atenas Granada,"US$2,633",7.7,Good,"3,929"
,2024-02-27,2024-03-29,2,0,Hotel Carlos V,"US$2,254",8.3,Very Good,"3,363"
,2024-02-27,2024-03-29,2,0,B&B HOTEL Granada Estación,"US$2,298",8.6,Excellent,"3,255"
92%,,,,,,,,,
,2024-02-27,2024-03-29,2,2,Central Deluxe Apartments by Apolo Homes,"US$7,233",9.0,Wonderful,104
,2024-02-27,2024-03-29,2,2,tuGuest San Gil Apartments,"US$7,829",8.9,Excellent,281
,2024-02-27,2024-03-29,2,2,Be Free Granada,"US$2,737",8.2,Very Good,"3,161"
,2024-02-27,2024-03-29,2,2,Hotel Macià Cóndor,"US$4,153",7.6,Good,"1,776"
,2024-02-27,2024-03-29,2,2,C&V Apartamentos - Horno de Marina,"US$3,959",8.3,Very Good,"1,186"
,2024-02-27,2024-03-29,2,2,Piso 2 dormitorios centro histórico Granada,"US$2,999",8.6,Excellent,22
,2024-02-27,2024-03-29,2,2,Apartamentos Turísticos San Matías,"US$3,073",9.0,Wonderful,466
,2024-02-27,2024-03-29,2,2,Porcel Sabica,"US$4,507",8.3,Very Good,"4,337"
,2024-02-27,2024-03-29,2,2,Apartamentos Turísticos Centro,"US$4,568",8.7,Excellent,299
,2024-02-27,2024-03-29,2,2,Apartamentos Montesclaros,"US$4,575",8.9,Excellent,648
,2024-02-27,2024-03-29,2,2,EnjoyGranada LUJO Piscina y Parking,"US$4,668",9.1,Wonderful,143
,2024-02-27,2024-03-29,2,2,Carmen Vistas de la Alhambra,"US$6,167",7.7,Good,900
,2024-02-27,2024-03-29,2,2,Luxury Alhambra Penthouse Collection,"US$7,421",8.6,Excellent,614
,2024-02-27,2024-03-29,2,2,Home Granada Trinidad,"US$4,777",8.8,Excellent,"1,273"
,2024-02-27,2024-03-29,2,2,Zahira Suites,"US$4,286",7.0,Good,230
,2024-02-27,2024-03-29,2,2,EnjoyGranada ELVIRA,"US$4,052",7.7,Good,217
,2024-02-27,2024-03-29,2,2,tuGuest Gran Vía Apartments,"US$6,097",7.8,Good,130
,2024-02-27,2024-03-29,2,2,Vincci Albayzin,"US$10,669",8.5,Very Good,"5,147"
,2024-02-27,2024-03-29,2,2,Apartments Center 2 bedrooms,"US$5,526",8.5,Very Good,262
,2024-02-27,2024-03-29,2,2,Be Suites Centro,"US$4,424",8.3,Very Good,912
,2024-02-27,2024-03-29,2,2,PATIOdeLUZ - Stylish apartments in Párraga 13,"US$6,241",9.5,Exceptional,450
