total_capacity,checkin_date,checkout_date,adults,children,hotel,price,score,avg review,reviews count
87%,,,,,,,,,
,2024-03-15,2024-03-19,2,0,Casa rural Lomalinda,"US$1,305",8.8,Excellent,19
,2024-03-15,2024-03-19,2,0,Meliá Granada,US$750,8.2,Very Good,"1,950"
,2024-03-15,2024-03-19,2,0,Patio Zahorí Granada Centro,US$571,9.1,Wonderful,68
,2024-03-15,2024-03-19,2,0,Granada Suites by Olala Homes,US$323,8.1,Very Good,196
,2024-03-15,2024-03-19,2,0,Pensión Zacatin,US$218,6.8,Review score,"1,636"
,2024-03-15,2024-03-19,2,0,Hostal Parapanda,US$219,8.3,Very Good,226
,2024-03-15,2024-03-19,2,0,Hotel Cedran,US$263,7.8,Good,"2,090"
,2024-03-15,2024-03-19,2,0,Hostal Sonia Granada,US$270,8.0,Very Good,"2,405"
,2024-03-15,2024-03-19,2,0,Vincci Albayzin,US$477,8.5,Very Good,"5,326"
,2024-03-15,2024-03-19,2,0,Atenas Granada,US$305,7.7,Good,"4,031"
,2024-03-15,2024-03-19,2,0,Gran Hotel Luna de Granada,US$435,8.5,Very Good,"9,431"
,2024-03-15,2024-03-19,2,0,Abadía Hotel,US$379,8.5,Very Good,"4,201"
,2024-03-15,2024-03-19,2,0,Central Deluxe Apartments by Apolo Homes,US$578,9.0,Wonderful,118
,2024-03-15,2024-03-19,2,0,Áurea Catedral by Eurostars Hotel Company,US$614,9.2,Wonderful,"5,601"
,2024-03-15,2024-03-19,2,0,ROOMS Los MONTES,US$197,7.1,Good,"1,425"
,2024-03-15,2024-03-19,2,0,ISA Granada,US$447,8.6,Excellent,"2,576"
,2024-03-15,2024-03-19,2,0,Hotel Macià Granada Five Senses Rooms & Suites,US$466,8.6,Excellent,"4,660"
,2024-03-15,2024-03-19,2,0,Porcel Alixares,US$395,8.4,Very Good,"9,263"
,2024-03-15,2024-03-19,2,0,Room Mate Leo,US$511,8.8,Excellent,"4,292"
,2024-03-15,2024-03-19,2,0,Hotel Abades Recogidas,US$399,8.1,Very Good,"2,059"
,2024-03-15,2024-03-19,2,0,Apartamentos VITA CENTER,US$383,9.3,Wonderful,344
,2024-03-15,2024-03-19,2,0,Catalonia Granada,US$449,8.9,Excellent,"4,035"
,2024-03-15,2024-03-19,2,0,Hotel Casa Palacete Tablas,US$532,9.1,Wonderful,47
,2024-03-15,2024-03-19,2,0,Hotel Granada Center,US$514,9.1,Wonderful,"8,438"
,2024-03-15,2024-03-19,2,0,Hotel Los Girasoles,US$310,7.2,Good,69
,2024-03-15,2024-03-19,2,0,Pensión Duquesa Bed & Breakfast,US$198,7.0,Good,"1,609"
90%,,,,,,,,,
,2024-03-15,2024-03-19,2,2,Patio Zahorí Granada Centro,US$721,9.1,Wonderful,68
,2024-03-15,2024-03-19,2,2,Meliá Granada,"US$1,870",8.2,Very Good,"1,950"
,2024-03-15,2024-03-19,2,2,Gran Hotel Luna de Granada,US$619,8.5,Very Good,"9,431"
,2024-03-15,2024-03-19,2,2,Central Deluxe Apartments by Apolo Homes,US$637,9.0,Wonderful,118
,2024-03-15,2024-03-19,2,2,Porcel Alixares,"US$1,040",8.4,Very Good,"9,263"
,2024-03-15,2024-03-19,2,2,Riad Alhambra by Apolo Homes,US$704,9.3,Wonderful,433
,2024-03-15,2024-03-19,2,2,Apartamentos Reyes Católicos,US$474,8.9,Excellent,"1,314"
,2024-03-15,2024-03-19,2,2,Siloe Plaza,US$633,7.8,Good,737
,2024-03-15,2024-03-19,2,2,Hostal Sonia Granada,US$490,8.0,Very Good,"2,405"
,2024-03-15,2024-03-19,2,2,Sercotel Granada Suites,US$902,9.2,Wonderful,"1,832"
,2024-03-15,2024-03-19,2,2,GLORIA SUITES,US$522,7.9,Good,455
,2024-03-15,2024-03-19,2,2,Verona,US$438,8.9,Excellent,953
,2024-03-15,2024-03-19,2,2,Elvira Suites,US$655,8.9,Excellent,775
,2024-03-15,2024-03-19,2,2,Allegro Granada,US$598,8.6,Excellent,"4,132"
